Piedras Negras Intl	PDS	MMPG	28.627394	-100.535211
Licenciado Y Gen Ignacio Lopez Rayon	UPN	MMPN	19.396692	-102.039056
Licenciado Gustavo Diaz Ordaz Intl	PVR	MMPR	20.680083	-105.254167
Puerto Escondido Intl	PXM	MMPS	15.876861	-97.089117
Queretaro Intercontinental	QRO	MMQT	20.617289	-100.185658
General Lucio Blanco Intl	REX	MMRX	26.008908	-98.228513
Los Cabos Intl	SJD	MMSD	23.15185	-109.721044
San Felipe Intl	MSF	MMSF	30.930222	-114.808639
Ponciano Arriaga Intl	SLP	MMSP	22.254303	-100.930806
Tlaxcala	TXA	MMTA	19.537964	-98.173467
General Div P A Angel H Corzo Molina	MTB	MMTB	16.739919	-93.173297
Torreon Intl	TRC	MMTC	25.568278	-103.410583
Angel Albino Corzo	TGZ	MMTG	16.561822	-93.026081
General Abelardo L Rodriguez Intl	TIJ	MMTJ	32.541064	-116.970158
General Francisco Javier Mina Intl	TAM	MMTM	22.29645	-97.865931
Tamuin	TSL	MMTN	22.038292	-98.806503
Licenciado Adolfo Lopez Mateos Intl	TLC	MMTO	19.337072	-99.566008
Tapachula Intl	TAP	MMTP	14.794339	-92.370025
Cancun Intl	CUN	MMUN	21.036528	-86.877083
C P A Carlos Rovirosa Intl	VSA	MMVA	17.997	-92.817361
General Heriberto Jara Intl	VER	MMVR	19.145931	-96.187267
General Leobardo C Ruiz Intl	ZCL	MMZC	22.897112	-102.68689
Ixtapa Zihuatanejo Intl	ZIH	MMZH	17.601569	-101.460536
Zamora	ZMM	MMZM	20.045036	-102.275955
Playa De Oro Intl	ZLO	MMZO	19.144778	-104.558631
Zapopan	MZP	MMZP	20.755833	-103.465278
Bluefields	BEF	MNBL	11.990961	-83.774086
Los Brasiles	NBR	MNBR	12.190044	-86.353872
Leon	NLN	MNLN	12.428028	-86.902361
Managua Intl	MGA	MNMG	12.141494	-86.168178
Puerto Cabezas	PUZ	MNPC	14.047194	-83.386722
Bocas Del Toro Intl	BOC	MPBO	9.340853	-82.250842
Cap Manuel Nino Intl	CHX	MPCH	9.458636	-82.516806
Enrique Malek Intl	DAV	MPDA	8.391003	-82.434992
Howard	HOW	MPHO	8.914794	-79.599633
Marcos A Gelabert Intl	PAC	MPMG	8.973339	-79.555583
Ruben Cantu	PSA	MPSA	8.085597	-80.945253
Tocumen Intl	PTY	MPTO	9.071364	-79.383453
Buenos Aires	RBA	MRBA	9.163606	-83.329872
Coto 47	OTR	MRCC	8.601556	-82.968614
Chacarita	RCH	MRCH	9.981408	-84.772736
Brown County Airport	GEO	KGEO	38.8819456	-83.8827367
El Carmen De Siquirres	REC	MREC	10.202033	-83.472167
Nuevo Palmar Sur	RFI	MRFI	8.916347	-83.507267
Golfito	GLF	MRGF	8.653775	-83.180544
Guapiles	RGP	MRGP	10.217194	-83.797003
Daniel Oduber Quiros Intl	LIR	MRLB	10.593289	-85.544408
Los Chiles	RLC	MRLC	11.035277	-84.706108
Limon Intl	LIO	MRLM	9.957961	-83.022006
Nosara	NOB	MRNS	9.97649	-85.653
Juan Santamaria Intl	SJO	MROC	9.993861	-84.208806
Pandora	RPD	MRPD	9.732169	-82.983214
Palmar Sur	PMZ	MRPM	8.951025	-83.468583
La Managua	XQP	MRQP	9.443164	-84.129772
Santa Clara De Guapiles	RSG	MRSG	10.288278	-83.713519
San Vito De Java	RSV	MRSV	8.826111	-82.958885
El Salvador Intl	SAL	MSLP	13.440947	-89.055728
Ilopango Intl	SSS	MSSS	13.699492	-89.119861
Cayes	TCA	MTCA	18.271103	-73.788289
Cap Haitien Intl	CAP	MTCH	19.732989	-72.194739
Jacmel	TJA	MTJA	18.241083	-72.5185
Toussaint Louverture Intl	PAP	MTPP	18.58005	-72.292542
Gustavo Rizo	BCA	MUBA	20.365317	-74.506206
Carlos Manuel De Cespedes	BYM	MUBY	20.396331	-76.621494
Maximo Gomez	AVI	MUCA	22.027053	-78.789617
Jardines Del Rey	UCC	MUCC	22.460986	-78.328422
Jaime Gonzalez	CFG	MUCF	22.15	-80.414167
Vilo Acuna Intl	CYO	MUCL	21.616453	-81.545989
Ignacio Agramonte Intl	CMW	MUCM	21.420428	-77.847433
Antonio Maceo Intl	SCU	MUCU	19.969769	-75.835414
Florida	UFL	MUFL	21.499722	-78.202778
Guantanamo Bay Ns	UGM	MUGM	19.906458	-75.207056
Mariana Grajales	GAO	MUGT	20.085419	-75.158328
Jose Marti Intl	HAV	MUHA	22.989153	-82.409086
Frank Pais Intl	HOG	MUHG	20.785589	-76.315108
La Coloma	LCL	MULM	22.336261	-83.642111
Orestes Acosta	MOA	MUMO	20.654114	-74.922114
Sierra Maestra	MZO	MUMZ	20.288172	-77.0893
Rafael Cabrera	GER	MUNG	21.834689	-82.783819
Playa Baracoa	UPB	MUPB	23.032778	-82.579444
Pinar Del Rio	UPR	MUPR	22.421356	-83.678428
San Antonio De Los Banos	USA	MUSA	22.871529	-82.509308
Abel Santamaria	SNU	MUSC	22.492192	-79.943611
Santa Lucia	USL	MUSL	21.509453	-77.020375
Siguanea	USN	MUSN	21.642525	-82.955114
Sancti Spiritus	USS	MUSS	21.969969	-79.442692
Juan Gualberto Gomez Intl	VRA	MUVR	23.034445	-81.435278
Hermanos Ameijeiras	VTU	MUVT	20.987642	-76.9358
Gerrard Smith Intl	CYB	MWCB	19.686981	-79.882789
Owen Roberts Intl	GCM	MWCR	19.292778	-81.35775
Clarence A Bain	YAB	MYAB	24.287664	-77.684614
Fresh Creek	ASD	MYAF	24.698283	-77.795611
Marsh Harbour	MHH	MYAM	26.511406	-77.083472
San Andros	SAQ	MYAN	25.053814	-78.048997
Spring Point	AXP	MYAP	22.441828	-73.970858
Sandy Point	YAS	MYAS	26.004639	-77.395483
Treasure Cay	TCB	MYAT	26.745336	-77.391269
Chub Cay	CCZ	MYBC	25.417108	-77.88085
Great Harbour Cay	YBG	MYBG	25.738331	-77.840114
South Bimini	BIM	MYBS	25.699881	-79.264656
De Kalb Taylor Municipal Airport	DKB	KDKB	41.9338342	-88.7056864
Exuma Intl	GGT	MYEF	23.562631	-75.877958
George Town	YEG	MYEG	23.466667	-75.78167
North Eleuthera	ELH	MYEH	25.474861	-76.683489
Governors Harbour	GHB	MYEM	25.284706	-76.331011
Normans Cay	YEN	MYEN	24.594258	-76.820214
Rock Sound	RSD	MYER	24.8917	-76.177739
Staniel Cay	YES	MYES	24.169083	-76.439056
Grand Bahama Intl	FPO	MYGF	26.558686	-78.695553
Matthew Town	IGA	MYIG	20.975	-73.666862
Deadmans Cay	LGI	MYLD	23.179014	-75.093597
Stella Maris	SML	MYLS	23.581444	-75.270475
Mayaguana	MYG	MYMM	22.379528	-73.0135
Lynden Pindling Intl	NAS	MYNN	25.038958	-77.466231
Duncan Town	YRD	MYRD	22.181803	-75.729456
New Port Nelson	YRP	MYRP	23.684378	-74.836186
San Salvador	ZSA	MYSM	24.063275	-74.523967
Philip S W Goldson Intl	BZE	MZBZ	17.539144	-88.308203
Aitutaki	AIT	NCAI	-18.830922	-159.764233
Rarotonga Intl	RAR	NCRG	-21.202739	-159.805556
Nadi Intl	NAN	NFFN	-17.755392	177.443378
Nausori Intl	SUV	NFNA	-18.043267	178.559228
Fua Amotu Intl	TBU	NFTF	-21.241214	-175.149644
Vavau Intl	VAV	NFTV	-18.585336	-173.961717
Bonriki Intl	TRW	NGTA	1.381636	173.147036
Tabiteuea North	TBF	NGTE	-1.224469	174.775614
Maitland Airport	MTL	YMND	-32.7033	151.488
Wallis	WLS	NLWW	-13.238281	-176.199228
Faleolo Intl	APW	NSFA	-13.829969	-172.008336
Pago Pago Intl	PPG	NSTU	-14.331	-170.7105
Rurutu	RUR	NTAR	-22.434069	-151.360614
Tubuai	TUB	NTAT	-23.365353	-149.524072
Anaa	AAA	NTGA	-17.352606	-145.509956
Fangatau	TGB	NTGB	-15.819928	-140.88715
Tikehau	TIH	NTGC	-15.119617	-148.230697
Reao	REA	NTGE	-18.465861	-136.439706
Fakarava	FAV	NTGF	-16.05415	-145.656994
Manihi	XMH	NTGI	-14.436764	-146.070056
Totegegie	GMR	NTGJ	-23.079861	-134.890333
Kaukura	KKR	NTGK	-15.663333	-146.884769
Makemo	MKP	NTGM	-16.583919	-143.658369
Puka Puka	PKP	NTGP	-14.809458	-138.812811
Takapoto	TKP	NTGT	-14.709544	-145.245814
Arutua	AXR	NTGU	-15.248289	-146.616708
Mataiva	MVT	NTGV	-14.868055	-148.717225
Takaroa	TKX	NTKR	-14.455781	-145.024542
Nuku Hiva	NHV	NTMD	-8.795603	-140.228789
Purude University Airport	LAF	KLAF	40.4123056	-86.9368889
Bora Bora	BOB	NTTB	-16.444378	-151.751286
Rangiroa	RGI	NTTG	-14.954283	-147.6608
Huahine	HUH	NTTH	-16.687242	-151.021667
Moorea	MOZ	NTTM	-17.489972	-149.761869
Hao	HOI	NTTO	-18.074814	-140.945886
Maupiti	MAU	NTTP	-16.426486	-152.243669
Raiatea	RFP	NTTR	-16.722861	-151.465856
Port Vila Bauerfield	VLI	NVVV	-17.699325	168.319794
Kone	KNQ	NWWD	-21.053428	164.837806
Koumac	KOC	NWWK	-20.546314	164.255625
Lifou	LIF	NWWL	-20.7748	167.239864
Magenta	GEA	NWWM	-22.258278	166.472806
Mare	MEE	NWWR	-21.481678	168.037508
Touho	TOU	NWWU	-20.790028	165.259486
Ouvea	UVE	NWWV	-20.640556	166.572778
La Tontouta	NOU	NWWW	-22.014553	166.212972
Auckland Intl	AKL	NZAA	-37.008056	174.791667
Taupo	TUO	NZAP	-38.739723	176.084444
Ardmore	ZAR	NZAR	-37.029722	174.973333
Christchurch Intl	CHC	NZCH	-43.489358	172.532225
Chatham Islands	CHT	NZCI	-43.81	-176.457222
Dunedin	DUD	NZDN	-45.928055	170.198333
Gisborne	GIS	NZGS	-38.663333	177.978333
Glentanner	MON	NZGT	-43.906666	170.128333
Hokitika	HKK	NZHK	-42.713611	170.985278
Hamilton	HLZ	NZHN	-37.866661	175.332056
Hastings	ZHS	NZHS	-39.646667	176.766944
Kerikeri	KKE	NZKK	-35.262779	173.911944
Kaitaia	KAT	NZKT	-35.07	173.285278
Alexandra	ALR	NZLX	-45.211666	169.373333
Mount Cook	GTN	NZMC	-43.764999	170.133333
Manapouri	TEU	NZMO	-45.533056	167.65
Masterton	MRO	NZMS	-40.973333	175.633611
New Plymouth	NPL	NZNP	-39.008611	174.179167
Nelson	NSN	NZNS	-41.298333	173.221111
Invercargill	IVC	NZNV	-46.412408	168.312992
Ohakea	ZOH	NZOH	-40.206039	175.387808
Oamaru	OAM	NZOU	-44.97	171.081667
Palmerston North	PMR	NZPM	-40.320556	175.616944
Paraparaumu	PPQ	NZPP	-40.904722	174.989167
Queenstown	ZQN	NZQN	-45.021111	168.739167
Rotorua	ROT	NZRO	-38.109167	176.317222
Waiouru	ZRU	NZRU	-39.446389	175.658333
South Pole Station	ZSP	NZSP	-89.999997	0
Tauranga	TRG	NZTG	-37.671944	176.19611
Timaru	TIU	NZTU	-44.302778	171.225278
Pukaki	ZUK	NZUK	-44.235	170.118333
Woodbourne	BHE	NZWB	-41.518333	173.870278
Mcmurdo Station	ZWD	NZWD	-77.867358	167.056572
Wanaka	WKA	NZWF	-44.722222	169.245556
Wigram	ZWG	NZWG	-43.551111	172.552778
Whakatane	WHK	NZWK	-37.920556	176.914167
Wellington Intl	WLG	NZWN	-41.327221	174.805278
Wairoa	ZWO	NZWO	-39.006944	177.406667
Whenuapai	ZWP	NZWP	-36.787777	174.630278
Whangarei	WRE	NZWR	-35.768333	174.365
Westport	WSZ	NZWS	-41.738056	171.580833
Wanganui	WAG	NZWU	-39.962222	175.025278
Herat	HEA	OAHR	34.210017	62.2283
Jalalabad	JAA	OAJL	34.399842	70.498625
Kabul Intl	KBL	OAKB	34.565853	69.212328
Kandahar	KDH	OAKN	31.505756	65.847822
Maimana	MMZ	OAMN	35.930789	64.760917
Mazar I Sharif	MZR	OAMS	36.706914	67.209678
Shindand	ASD	OASD	33.391331	62.260975
Sheberghan	ASG	OASG	36.750783	65.913164
Konduz	UND	OAUZ	36.665111	68.910833
Bahrain Intl	BAH	OBBI	26.270834	50.63361
Shaikh Isa	BBS	OBBS	25.918362	50.590557
Abha	AHB	OEAB	18.240367	42.656625
Al Ahsa	HOF	OEAH	25.285306	49.485189
Al Baha	ABT	OEBA	20.296139	41.634277
Bisha	BHH	OEBH	19.98435	42.620881
Abqaiq	EBQ	OEBQ	25.911281	49.591231
King Fahd Intl	DMM	OEDF	26.471161	49.79789
King Abdulaziz Ab	DHA	OEDR	26.265417	50.152027
King Abdullah Bin Abdulaziz	GIZ	OEGN	16.901111	42.585833
Gassim	ELQ	OEGS	26.302822	43.773911
Guriat	URY	OEGT	31.411942	37.279469
Hail	HAS	OEHL	27.437917	41.686292
Jubail	EJB	OEJB	27.039028	49.405083
King Faisal Naval Base	EJF	OEJF	21.3481	39.173033
King Abdulaziz Intl	JED	OEJN	21.679564	39.156536
King Khaled Military City	HBT	OEKK	27.900917	45.528194
Prince Mohammad Bin Abdulaziz	MED	OEMA	24.553422	39.705061
Nejran	EAM	OENG	17.611436	44.419169
Qaisumah	AQI	OEPA	28.335192	46.125069
Pump Station 3	EPC	OEPC	25.174547	47.488431
Pump Station 6	EPF	OEPF	24.710333	44.964527
Pump Station 10	EPJ	OEPJ	24.107339	41.036047
Rabigh	ERB	OERB	22.702608	39.069842
Rafha	RAH	OERF	29.626419	43.490614
King Khaled Intl	RUH	OERK	24.95764	46.698776
Ras Mishab	ERM	OERM	28.079584	48.610973
Arar	RAE	OERR	30.906589	41.138217
Ras Tanura	ERT	OERT	26.723108	50.030814
Sharurah	SHW	OESH	17.466875	47.121431
Mudgee Airport	DGE	YMDG	-32.5625	149.611
Sulayel	SLF	OESL	20.464744	45.619644
Tabuk	TUU	OETB	28.365417	36.618889
Taif	TIF	OETF	21.483418	40.544334
Thumamah	ETH	OETH	25.212986	46.640978
Ras Tanajib	ETN	OETN	27.867844	48.76915
Turaif	TUI	OETR	31.692683	38.7312
Miami University Airport	OXD	KOXD	39.5022607	-84.7843814
Wejh	EJH	OEWJ	26.198553	36.476381
Yenbo	YNB	OEYN	24.144244	38.06335
Abadan	ABD	OIAA	30.371111	48.228333
Dezful	IAE	OIAD	32.434444	48.39764
Aghajari	IAG	OIAG	30.74445	49.677183
Gachsaran	IAI	OIAH	30.337567	50.827964
Shahid Asyaee	QMJ	OIAI	32.002372	49.270364
Omidiyeh	IAJ	OIAJ	30.835167	49.534916
Mahshahr	MRX	OIAM	30.556192	49.151879
Ahwaz	AWZ	OIAW	31.337431	48.76195
Abumusa Island	IBA	OIBA	25.875742	55.032994
Bushehr	BUZ	OIBB	28.944811	50.834637
Bastak	IBH	OIBH	27.212678	54.318592
Asaloyeh	IBI	OIBI	27.481425	52.615483
Kish Island	KIH	OIBK	26.526156	53.980211
Bandar Lengeh	BDH	OIBL	26.532	54.824847
Khark Island	IBQ	OIBQ	29.260278	50.323889
Sirri Island	IBS	OIBS	25.908869	54.5394
Lavan Island	IBV	OIBV	26.8103	53.356289
Shahid Ashrafi Esfahani	KSH	OICC	34.345853	47.158128
Sanandaj	SDG	OICS	35.245856	47.009247
Hesa	IFE	OIFE	32.928889	51.561111
Shahid Vatan Pour Air Base	IFH	OIFH	32.567039	51.691594
Kashan	IFK	OIFK	33.895333	51.577044
Esfahan Shahid Beheshti Intl	IFM	OIFM	32.750836	51.861267
Badr Air Base	IFP	OIFP	32.621108	51.697017
Rasht	RAS	OIGG	37.325314	49.605817
Delaware County Airport	MIE	KMIE	40.2424722	-85.39575
Arak	IHR	OIHR	34.138147	49.847292
Ghazvin Azadi	IIA	OIIA	35.952097	50.450778
Kushke Nosrat	IIC	OIIC	34.98395	50.806219
Doshan Tappeh	IID	OIID	35.702983	51.475131
Imam Khomeini Intl	IIE	OIIE	35.416111	51.152222
Ghale Morghi	IIG	OIIG	35.644806	51.380695
Mehrabad Intl	THR	OIII	35.689167	51.313416
Ghazvin	IIK	OIIK	36.240061	50.047153
Naja	IIM	OIIM	35.776286	50.881014
Bandar Abbass Intl	BND	OIKB	27.218317	56.37785
Jiroft	IKJ	OIKJ	28.726925	57.670269
Kerman	KER	OIKK	30.274444	56.951111
Havadarya	IKP	OIKP	27.158251	56.172461
Dayrestan	IKQ	OIKQ	26.754639	55.902353
Sirjan	IKY	OIKY	29.550933	55.672708
Birjand	XBJ	OIMB	32.898056	59.266111
Sarakhs	IMC	OIMC	36.501178	61.064903
Shahroud	IMJ	OIMJ	36.425094	55.104833
Whitsunday Airstrip	WSY	YWHI	-20.276	148.755
Tabas	IMT	OIMT	33.66775	56.892675
Kalaleh	INE	OINE	37.383272	55.452008
Ramsar	RZR	OINR	36.909908	50.679589
Fasa	ISF	OISF	28.891756	53.723339
Jahrom	ISJ	OISJ	28.586675	53.579144
Lamerd	ISR	OISR	27.372744	53.188794
Shiraz Shahid Dastghaib Intl	SYZ	OISS	29.539242	52.589786
Khoy	ITK	OITK	38.427453	44.973575
Sabadell Airport	QSA	LELL	41.5209	2.10508
Tabriz Intl	TBZ	OITT	38.133889	46.235
Zanjan	ITZ	OITZ	36.77365	48.359422
Yazd Shahid Sadooghi	AZD	OIYY	31.904908	54.276503
Zabol	IZB	OIZB	31.098333	61.543889
Chah Bahar	ZBR	OIZC	25.44335	60.382114
Zahedan Intl	ZAH	OIZH	29.475686	60.906189
Iran Shahr	IZI	OIZI	27.236117	60.720039
Saravan	IZS	OIZS	27.419261	62.315789
Queen Alia Intl	AMM	OJAI	31.722556	35.993214
Marka Intl	ADJ	OJAM	31.972703	35.991569
Aqaba King Hussein Intl	AQJ	OJAQ	29.611619	35.018067
Prince Hasan	JHF	OJHF	32.160747	37.149383
Jerusalem	JJR	OJJR	31.864722	35.219167
King Hussein	OMF	OJMF	32.356353	36.259181
Kuwait Intl	KWI	OKBK	29.226567	47.968928
Rafic Hariri Intl	BEY	OLBA	33.820931	35.488389
Rene Mouawad	LKA	OLKA	34.589333	36.011322
Abu Dhabi Intl	AUH	OMAA	24.432972	54.651138
Bateen	AZI	OMAD	24.428333	54.458084
Al Hamra Aux	MAH	OMAH	24.073981	52.463644
Jebel Dhana	MAJ	OMAJ	24.187428	52.614
Reykjahlid Airport	MVA	BIRL	65.6558	-16.9181
Al Dhafra	MAM	OMAM	24.248249	54.547722
Arzanah	MAR	OMAR	24.780528	52.559944
Das Island	MAS	OMAS	25.146219	52.873711
Zirku	MAZ	OMAZ	24.861542	53.077833
Dubai Intl	DXB	OMDB	25.252778	55.364444
Fujairah Intl	FJR	OMFJ	25.112225	56.323964
Ras Al Khaimah Intl	RKT	OMRK	25.613483	55.938817
Sharjah Intl	SHJ	OMSJ	25.328575	55.51715
Khasab	KHS	OOKB	26.170986	56.240569
Masirah	MSH	OOMA	20.675434	58.890467
Seeb Intl	MCT	OOMS	23.593278	58.284444
Salalah	SLL	OOSA	17.038719	54.091297
Thumrait	TTH	OOTH	17.666	54.024612
Bhagatanwala	PBG	OPBG	32.056108	72.9484
Spray View Airport	VSV	FVSV	-17.917	25.817
Faisalabad Intl	LYP	OPFA	31.365014	72.994842
Gwadar	GWD	OPGD	25.233308	62.329494
Gilgit	GIL	OPGT	35.918786	74.333644
Shahbaz Ab	PJA	OPJA	28.284167	68.449711
Jinnah Intl	KHI	OPKC	24.906547	67.160797
Allama Iqbal Intl	LHE	OPLA	31.521564	74.403594
Walton	PLH	OPLH	31.494794	74.346239
Mangla	PMA	OPMA	33.050086	73.638381
Muzaffarabad	MFG	OPMF	34.339022	73.508639
Mianwali	PMI	OPMI	32.563089	71.570681
Moenjodaro	MJD	OPMJ	27.335156	68.143053
Masroor	PMR	OPMR	24.893564	66.938753
Multan Intl	MUX	OPMT	30.203222	71.419111
Nawabshah	WNS	OPNH	26.219442	68.390053
Okara	POK	OPOK	30.741025	73.357736
Panjgur	PJG	OPPG	26.954547	64.132517
Pasni	PSI	OPPI	25.290487	63.345083
Peshawar Intl	PEW	OPPS	33.993911	71.514581
Qasim	PQS	OPQS	33.560153	73.033217
Quetta	UET	OPQT	30.251369	66.937764
Sheikh Zayed	RYK	OPRK	28.3839	70.279572
Chaklala	ISB	OPRN	33.616653	73.099233
Risalpur	PRS	OPRS	34.081112	71.972583
Rawalakot	RAZ	OPRT	33.849658	73.798147
Point Roberts Airpark	1RL	K1RL	48.9797222	-123.0788889
Sukkur	SKZ	OPSK	27.721989	68.791683
Saidu Sharif	SDT	OPSS	34.813556	72.352814
Sui	SUL	OPSU	28.645142	69.176917
Talhar	BDN	OPTH	24.841519	68.838408
Wana	PWN	OPWN	32.304664	69.570433
Zhob	PZH	OPZB	31.358381	69.463606
Basrah Intl	BSR	ORMM	30.549069	47.662142
Aleppo Intl	ALP	OSAP	36.180675	37.224358
Damascus Intl	DAM	OSDI	33.410636	36.514267
Deir Zzor	DEZ	OSDZ	35.285374	40.175961
Bassel Al Assad Intl	LTK	OSLK	35.401094	35.948681
Palmyra	PMS	OSPR	34.557361	38.316889
Doha Intl	DOH	OTBD	25.261125	51.565056
Canton	CIS	PCIS	-2.768122	-171.710394
Rota Intl	ROP	PGRO	14.174308	145.242536
Francisco C Ada Saipan Intl	SPN	PGSN	15.119003	145.729356
Andersen Afb	UAM	PGUA	13.583953	144.930025
Guam Intl	GUM	PGUM	13.48345	144.795983
Tinian Intl	TIQ	PGWT	14.999203	145.61935
Scone Airport	NSO	YSCO	-32.0372	150.832
Marshall Islands Intl	MAJ	PKMJ	7.064758	171.272022
Dyess Aaf	KRO	PKRO	9.396886	167.470869
Bucholz Aaf	KWA	PKWA	8.720122	167.731661
Christmas Island	CXI	PLCH	1.986161	-157.349778
Midway Atoll	MDY	PMDY	28.201725	-177.380636
Chuuk Intl	TKK	PTKK	7.461869	151.843006
Pohnpei Intl	PNI	PTPN	6.9851	158.208989
Babelthuap	ROR	PTRO	7.367303	134.544278
Kosrae	KSA	PTSA	5.356975	162.958386
Yap Intl	YAP	PTYA	9.498911	138.082497
Shang Yi	KNH	RCBS	24.427892	118.359197
Pingtung South	PIF	RCDC	22.672367	120.461728
Longtan	CDI	RCDI	24.855136	121.237636
Fengnin	TTT	RCFN	22.754986	121.101681
Lyudao	GNI	RCGI	22.673853	121.466481
Kaohsiung Intl	KHH	RCKH	22.577094	120.350006
Chiayi	CYI	RCKU	23.461779	120.39283
Lanyu	KYD	RCLY	22.028842	121.533642
Taichung Ching Chuang Kang Airport	RMQ	RCMQ	24.264668	120.62058
Cessnock Airport	CES	YCNK	-32.7875	151.342
Tainan	TNN	RCNN	22.950361	120.205778
Hsinchu	CPO	RCPO	24.818033	120.939394
Magong	MZG	RCQC	23.568669	119.628311
Jhihhang	CQS	RCQS	22.793117	121.181975
Pingtung North	CSQ	RCSQ	22.700239	120.482
Sungshan	TSA	RCSS	25.069722	121.5525
Taoyuan Intl	TPE	RCTP	25.077731	121.232822
Wang An	WOT	RCWA	23.370833	119.494444
Hualien	HUN	RCYU	24.023725	121.616906
Narita Intl	NRT	RJAA	35.764722	140.386389
Matsumoto	MMJ	RJAF	36.166758	137.922669
Hyakuri	IBR	RJAH	36.181083	140.415444
Minami Torishima	JAM	RJAM	24.289697	153.979119
Iwo Jima	IWO	RJAW	24.784	141.322722
Nanki Shirahama	SHM	RJBD	33.662222	135.364444
Kohnan	JBK	RJBK	34.590836	133.933225
Obihiro	OBO	RJCB	42.733333	143.217222
New Chitose	CTS	RJCC	42.7752	141.692283
Hakodate	HKD	RJCH	41.77	140.821944
Chitose	SPK	RJCJ	42.794475	141.666447
Memanbetsu	MMB	RJCM	43.880606	144.164053
Nakashibetsu	SHB	RJCN	43.5775	144.96
Tokachi	JCT	RJCT	42.890544	143.158475
Wakkanai	WKJ	RJCW	45.404167	141.800833
Iki	IKI	RJDB	33.749027	129.785417
Yamaguchi Ube	UBJ	RJDC	33.93	131.278611
Tsushima	TSJ	RJDT	34.284889	129.33055
Monbetsu	MBE	RJEB	44.303914	143.404028
Asahikawa	AKJ	RJEC	43.670833	142.4475
Okushiri	OIR	RJEO	42.071667	139.432911
Rishiri	RIS	RJER	45.242006	141.186431
Ashiya	JFA	RJFA	33.883083	130.653
Yakushima	KUM	RJFC	30.385569	130.659017
Fukue	FUJ	RJFE	32.666269	128.832808
Fukuoka	FUK	RJFF	33.585942	130.450686
New Tanegashima	TNE	RJFG	30.605067	130.991231
Kagoshima	KOJ	RJFK	31.803397	130.719408
Miyazaki	KMI	RJFM	31.877222	131.448611
Nyutabaru	JFN	RJFN	32.083611	131.451389
Oita	OIT	RJFO	33.479444	131.737222
New Kitakyushu	KKJ	RJFR	33.845942	131.034689
Kumamoto	KMJ	RJFT	32.837319	130.85505
Nagasaki	NGS	RJFU	32.916944	129.913611
Kanoya	JFY	RJFY	31.367608	130.845456
Tsuiki	JFZ	RJFZ	33.685	131.040278
Amami	ASJ	RJKA	28.430633	129.712542
Okierabu	JKB	RJKB	27.425522	128.700903
Tokunoshima	TKN	RJKN	27.836381	128.881253
Fukui	JNF	RJNF	36.142847	136.223922
Gifu	JNG	RJNG	35.394078	136.869667
Hamamatsu	JNH	RJNH	34.750239	137.703083
Komatsu	KMQ	RJNK	36.394611	136.406544
Oki	OKI	RJNO	36.181125	133.324844
Toyama	TOY	RJNT	36.648333	137.1875
Shizuhama	JNY	RJNY	34.812778	138.298056
Hiroshima	HIJ	RJOA	34.436111	132.919444
Okayama	OKJ	RJOB	34.756944	133.855278
Izumo	IZO	RJOC	35.413611	132.89
Hofu	JOF	RJOF	34.034667	131.549194
Miho	YGJ	RJOH	35.492222	133.236389
Iwakuni Mcas	JOI	RJOI	34.14386	132.23575
Kochi	KCZ	RJOK	33.546111	133.669444
Matsuyama	MYJ	RJOM	33.827222	132.699722
Osaka Intl	ITM	RJOO	34.785528	135.438222
Tottori	TTJ	RJOR	35.530069	134.166553
Tokushima	TKS	RJOS	34.132808	134.606639
Takamatsu	TAK	RJOT	34.214167	134.015556
Yao	JOY	RJOY	34.596311	135.602944
Ozuki	JOZ	RJOZ	34.045322	131.052144
Aomori	AOJ	RJSA	40.734722	140.690833
Yamagata	GAJ	RJSC	38.411894	140.371331
Sado	JSD	RJSD	38.060181	138.413928
Hachinohe	JSH	RJSH	40.556447	141.466325
Hanamaki	HNA	RJSI	39.428611	141.135278
Akita	AXT	RJSK	39.615556	140.218611
Misawa Ab	MSJ	RJSM	40.703222	141.368364
Sendai	SDJ	RJSS	38.139722	140.916944
Matsushima	JST	RJST	38.404919	141.219572
Sazena	LKS	LKSZ	50.1929	14.1532
Atsugi Naf	JTA	RJTA	35.454611	139.450167
Tateyama	JTE	RJTE	34.987053	139.829208
Hachijojima	HAC	RJTH	33.115	139.785833
Iruma	JTJ	RJTJ	35.841944	139.410556
Kisarazu	JTK	RJTK	35.398272	139.909936
Shimofusa	JTL	RJTL	35.798944	140.011111
Oshima	OIM	RJTO	34.782033	139.360306
Kastner Aaf	JTR	RJTR	35.513769	139.393675
Tokyo Intl	HND	RJTT	35.552258	139.779694
Yokota Ab	OKO	RJTY	35.748492	139.348483
Gwangju	KWJ	RKJJ	35.126389	126.808889
Jeon Ju	KJU	RKJU	35.878436	127.11955
Yeosu	RSU	RKJY	34.842328	127.61685
Sokcho	SHO	RKND	38.142614	128.598556
Jeju Intl	CJU	RKPC	33.511306	126.493028
Jinhae	KPE	RKPE	35.141175	128.695792
Gimhae Intl	PUS	RKPK	35.179528	128.938222
Bungle Bungle Airport	BUU	YBUU	-17.5453	128.307
Ulsan	USN	RKPU	35.593494	129.351722
A 511	KSG	RKSG	36.962214	127.031072
Seoul Ab	SSN	RKSM	37.445833	127.113889
Osan Ab	OSN	RKSO	37.090617	127.029594
